Category	Icon	Colour	Name	Source type	Source name	Overview pin	Zones	Requirements	Requires flying?	Added in	Projected popularity	Comments	Pins	Areas	See also
				Mined	Saronite Deposit: Sholazar Basin	26.14, 44.28	Sholazar Basin	Mining	FALSE	Phase 1	4	Rich deposits replace any regular Saronite Deposit spawn. Saronite spawns everywhere in the zone, especially its outer rim, except for the Wildgrowth Mangal.		39.1 20.3; 58.8 21.0; 60.4 27.2; 75.5 41.0; 75.9 50.3; 78.7 52.4; 77.9 63.8; 60.3 88.8; 34.5 88.9; 33.5 76.0; 32.0 63.2; 27.9 63.1; 30.9 50.8; 33.6 45.7; 35.3 46.8; 38.3 47.2; 38.1 55.0; 40.5 63.5; 51.6 60.6; 56.5 57.1; 56.7 50.5; 54.3 46.2; 47.8 43.1; 43.1 37.5; 39.9 39.5; 38.5 38.6; 39.6 32.8; 38.1 23.7|33.7 32.5; 35.8 40.3;28.6 42.8; 22.2 53.5; 23.9 76.9; 29.0 86.1; 22.5 84.0; 20.4 76.6; 20.5 63.5; 21.2 52.9; 26.8 41.9	
				Mined	Saronite Deposit: Storm Peaks	58.29, 26.32	Storm Peaks	Mining	FALSE	Phase 1	4	Rich deposits replace any regular Saronite Deposit spawn. Saronite spawns all around, but don't forget to check the zone's many many caves.		25.5 42.7; 33.8 39.0; 36.9 44.0; 33.0 50.3; 29.6 51.6; 24.1 48.2|42.5 32.9; 53.3 30.3; 43.9 42.8; 41.7 44.0|37.4 54.6; 40.1 50.1; 45.1 54.6|57.3 41.5; 64.9 39.0; 68.7 40.7; 68.6 43.9; 67.7 48.2; 64.5 49.5; 57.0 46.2|23.5 56.2; 27.6 58.5;31.4 65.2; 35.8 63.8; 37.5 69.8; 34.5 71.2; 33.0 67.3; 26.3 68.9; 22.8 63.5|25.1 67.1; 26.6 67.3; 26.3 68.9; 25.3 68.8|39.9 62.7; 46.3 59.6; 44.3 63.5; 44.8 67.6; 47.3 69.6; 50.2 71.1; 48.8 74.3; 48.6 78.9; 40.0 77.7; 38.2 74.9; 43.4 70.5; 41.4 64.9|31.8 81.8; 38.2 80.2; 30.7 86.3; 30.7 84.1|41.9 85.9; 48.7 86.7; 38.8 90.1; 35.7 90.0; 34.6 88.7|52.7 69.6; 54.1 61.1; 60.2 57.5; 66.5 57.6; 71.9 46.5; 73.4 49.6; 72.6 61.5; 77.0 60.2; 77.8 62.8; 77.0 64.5; 67.6 63.5; 64.2 65.8; 58.1 70.2; 55.0 71.8	
				Mined	Saronite Deposit: Lake Wintergrasp	36.46, 49.07	Lake Wintergrasp	Mining	FALSE	Phase 1	5	Rich deposits replace any regular Saronite Deposit spawn. There seems to be a delicious Saronite pretzel that you can follow, so don't waste time crossing the inside of the loops or the middle south.		26.6 22.2; 34.8 12.5; 39.6 9.8; 25.5 24.8|38.9 18.4; 41.3 17.6; 45.1 30.1; 53.6 31.5; 58.5 16.9; 62.2 16.4; 51.7 37.0; 46.6 35.5|67.5 20.2; 72.0 21.5; 72.6 27.4|16.3 38.0; 23.1 45.3; 28.1 62.0; 18.5 71.1; 6.1 66.1; 7.9 52.7|29.7 38.5; 41.5 48.5; 43.8 54.9; 43.6 58.7; 38.7 59.5; 29.8 55.1|49.5 45.4; 53.5 55.3; 60.5 52.0; 64.6 41.4; 72.5 41.5; 72.8 49.6; 79.2 57.2; 60.7 58.0; 50.5 58.2|79.1 68.5; 84.8 65.1; 87.1 68.1; 86.1 76.0; 77.2 87.8; 79.4 78.3|63.9 69.3; 68.2 72.7; 65.0 77.0|57.8 80.2; 58.7 85.9; 51.9 82.8	
				Mined	Saronite Deposit: Zul'Drak	67.61, 43.97	Zul'Drak	Mining	FALSE	Phase 1	4	Rich Saronite Deposits do NOT spawn in Zul'Drak. Regular Saronite Deposits seem to share spawns with Cobalt ones. Otherwise, Saronite follows the same rules of spawning wherever there is a vague outcropping of rock.		70.7 24.6; 78.9 22.5; 80.6 25.5; 73.2 34.7; 69.2 32.7|76.6 46.9; 75.0 50.9; 71.5 52.0; 69.9 49.1; 71.6 46.7|57.8 34.7; 56.1 47.9; 58.5 54.7; 61.5 58.8; 59.2 60.0; 52.8 56.8; 52.6 34.5; 54.0 33.0; 56.9 33.5|31.9 39.2; 47.6 40.1; 45.5 51.0; 37.0 55.5;38.8 67.8; 35.5 72.9; 38.6 79.7; 39.5 84.2; 31.9 83.1; 28.3 69.5; 23.7 71.1; 20.0 76.5; 11.6 78.1; 16.1 57.6; 20.9 47.5; 25.2 63.2; 30.1 64.6|49.1 66.9; 60.2 74.8; 60.1 84.3; 54.7 79.7; 45.0 84.9; 42.7 84.5; 44.5 75.4	
				Mined	Saronite Deposit: Halls of Stone	56.18, 15.91	Halls of Stone	Mining, Stealth	FALSE	Phase 1	0	The stealth route has a few tight spots, but is manageable. Take two rights as you enter to reach Krystallus's rock cave. The first Saronite Deposit is on the right side at the entrance of the cave and should be possible to mine by a level 80 standing in the corner. Continuing on, the second deposit is on the left or right side of the entrance in the crystal cave where Krystallus actually resides. Claiming it requires slaying five small nonelite giants and watching out for the patrol of two smalls and an elite iron dwarf.	43.2, 51.1; 31.3, 70.2		
				Mined	Pure Saronite Deposit	57.61, 14.28	Ulduar: Prison of Yogg'Saron	Mining	FALSE	Phase 2	0	Found in General Vezax's room and definitely guild property.	58.8 55.6; 55.8 75.5		
			Titanium Bar												
				Crafted	Smelt Titanium	~	~	Mining	FALSE	Phase 1	0	2 Titanium Ore per bar.			Metal, Titanium Ore
				Crafted	Transmute: Titanium	~	~	Alchemy	FALSE	Phase 1	0	8 Saronite Ore per bar, plus 20 hours cooldown.			Metal, Saronite Ore
			Titanium Ore												
				Mined	Titanium Deposit	~	~	Mining	FALSE	Phase 1	0	Replaces spawns of Rich Saronite Deposit in all places where it appears. Notably NOT in Zul'Drak.			Metal, Saronite Ore
			Titansteel Bar												
				Crafted	Smelt Titansteel	~	~	Mining	FALSE	Phase 1	0	3 Titanium Bar, 1 Eternal Fire, 1 Eternal Earth, 1 Eternal Shadow per bar, plus 20 hours cooldown.			Metal, Titanium Bar; Elemental, Eternal Earth;  Elemental, Eternal Fire;  Elemental, Eternal Shadow
Other	Frozen Orb	#45818e													
			Autumnal Herbs												
				Sold	Harvest Festival suppliers	~	~	~	FALSE	Phase 1	0	Found outside any faction city			
			Bountiful Basket												
				Sold	Harvest Festival suppliers	~	~	~	FALSE	Phase 1	0	Found outside any faction city			
			Brooding Darkwater Clam												
				Drop	Any fishy mob	~	Any	~	FALSE	Phase 1	1	See also Darkwater Clam			Other, Darkwater Clam
			Crusader Orb												
				Sold	Arcanist Miluria, Magistrix Vesara	49.59, 42.85	Dalaran	~	FALSE	Phase 3	0	15 Emblems per Orb	37.8 54.6; 65.6 23.2		
				Sold	Arcanist Asarina, Magistrix Iruvia	39.45, 40.91	Icecrown	~	FALSE	Phase 3	0	15 Emblems per Orb	75.2 22.0; 75.2 21.6		
				Drop	Any Trial of the Grand Crusader boss	44.21, 20.00	The Argent Coliseum	~	FALSE	Phase 3	0	Guild resource, so work with your leadership. You get extra from the tribute for not dying!	51.4, 52.7		
				Sold	Frozo the Renowned	49.59, 42.85	Dalaran	~	FALSE	Phase 4?	0	Six Frozen Orbs for a Crusadey one.	40.1, 28.3		Other, Frozen Orb
			Darkwater Clam												
				Drop	Any fishy mob	~	Any	~	FALSE	Phase 1	1	See also Giant Darkwater Clam			Other, Giant Darkwater Clam
			Enchanted Vial												
				Sold	Alchemy Suppliers	~	~	~	FALSE	Phase 1	0	If you truly cannot locate one, try asking a major city guard for an alchemy trainer. The supplier is always nearby.			
				Drop	Alchemist's Cache	57.61, 14.28	Ulduar: Inner Sanctum	Alchemy	TRUE	Phase 2	0	Awarded after defeating Freya. Contains around 18 vials.	53.3, 22.8		
			Enchanting Vellum												
				Crafted	Armor Vellum I-IV, Weapon Vellum I-IV	~	~	Inscription	FALSE	Phase 1	0	Make sure to check which vellum can accept the enchantment you want and find its reagents.			
			Ethereal Oil												
				Crafted	Ethereal Oil	~	~	Alchemy	FALSE	Phase 1	0	2 Glassfin Minnows each			Meat, Glassfin Minnow
			Frozen Orb												
				Sold	Arcanist Ivrenne, Magistrix Lambriesse	49.59, 42.85	Dalaran	~	FALSE	Phase 1?	0	10 Emblem of Heroism each. It is unclear when this became possible.	36.9, 55.0; 65.6 23.6		
				Drop	Any heroic dungeon boss	~	~	~	FALSE	Phase 1	0	Just as Primal Nether before them, so do you require one heroic per orb assuming you win every roll or get them funnelled.			
			Giant Darkwater Clam												
				Drop	Any fishy mob	~	Any	~	FALSE	Phase 1	1	See also Brooding Darkwater Clam			Other, Brooding Darkwater Clam
			Heavy Parchment												
				Sold	Inscription Suppliers	~	~	~	FALSE	Phase 1	0	If you truly cannot locate one, try asking a major city guard for an inscription trainer. The supplier is always nearby.			
			Honey												
				Sold	Harvest Festival suppliers	~	~	~	FALSE	Phase 1	0	Found outside any faction city			
			Light Parchment												
				Sold	Inscription Suppliers	~	~	~	FALSE	Phase 1	0	If you truly cannot locate one, try asking a major city guard for an inscription trainer. The supplier is always nearby.			
			Northern Spices												
				Container	Small Spice Bag	49.59, 42.85	Dalaran	~	FALSE	Phase 1	0	Completing an incredibly simple and cheap if not free cooking daily will grant you a bag containing 1-3 Northern Spices.	41.2 65.2; 70, 39		
				Sold	Northrend Cooking Suppliers	49.59, 42.85	Dalaran	~	FALSE	Phase 1	0	1 Dalaran Cooking Award a piece (but doing this instead of buying a recipe seems like a big waste.)	41.2 65.2; 70, 39		
			Primordial Saronite												
				Sold	Goodman the "Closer"		Icecrown Citadel	~	FALSE	Phase 4	0	23 Emblems per Saronite.	36.2, 20.6		
				Sold	Arcanist Uovril, Magister Arlan	49.59, 42.85	Dalaran	~	FALSE	Phase 4	0	23 Emblems per Saronite.	38.6 53.6; 65.6 23.6		
				Drop	Any Icecrown Citadel boss		Icecrown Citadel	~	FALSE	Phase 3	0	Guild resource, so work with your leadership.			
			Pygmy Oil												
				Crafted	Pygmy Oil	~	~	Alchemy	FALSE	Phase 1	0	1 Pygmy Suckerfish each.			Other, Pygmy Suckerfish
				Container	Bag of Fishing Treasures	~	~	Fishing	FALSE	Phase 1	0	Reward from the Dalaran Fishing daily	53.0, 64.5		
				Drop	Alchemist's Cache	57.61, 14.28	Ulduar: Inner Sanctum	Alchemy	TRUE	Phase 2	0	Awarded after defeating Freya, but probably taken by the guild bank or rolled. Her garden also contains many herbs, of which you'll get what you get.	53.3, 22.8		
			Pygmy Suckerfish												
				Fished	Open water	~	Any	Fishing	FALSE	Phase 1	0	Found in any liquid water in any zone.			
			Reinforced Crate												
				Fished	Any school of fish	~	Any	Fishing	FALSE	Phase 1	2	See the Meat tab for where to find fish schools. Your best bet is probably Imperial Manta Rays and other undesirable fish. See also Cobalt Ore, Borean Leather Scraps, and Frostweave Cloth for significantly easier ways to get its loot.			Meat; Metal, Cobalt Ore; Leather, Borean Leather Scraps; Cloth, Frostweave Cloth
			Resilient Parchment												
				Sold	Inscription Suppliers	~	~	~	FALSE	Phase 1	0	If you truly cannot locate one, try asking a major city guard for an inscription trainer. The supplier is always nearby.			
			Rough Parchment												
				Sold	Inscription Suppliers	~	~	~	FALSE	Phase 1	0	If you truly cannot locate one, try asking a major city guard for an inscription trainer. The supplier is always nearby.			
			Runed Orb												
				Sold	Arcanist Firael, Magister Sarien	49.59, 42.85	Dalaran	~	FALSE	Phase 3	0	18 Emblems per Orb	38.6 55.0; 64.6 24.6		
				Drop	Any Ulduar boss		Ulduar: Prison of Yogg'Saron	~	FALSE	Phase 3	0	Guild resource, so work with your leadership.			
				Sold	Frozo the Renowned	49.59, 42.85	Dalaran	~	FALSE	Phase 4?	0	Four Frozen Orbs for a Runey one.	40.1, 28.3		Other, Frozen Orb
Part	Handful of Cobalt Bolts	#783f04													
			Elementium-Plated Exhaust Pipe												
				Sold	Roxi Ramrocket	57.20, 39.38	Storm Peaks	Engineering	FALSE	Phase 1	1	Stock is one per ten minutes. You must also know the recipe for your faction's motorbike.	40.6 84.8		
				Salvaged	Flame Leviathan, XT-002 Deconstructor	57.61, 14.28	Ulduar: Base Camp	Engineering, Group	FALSE	Phase 2	0	It is not confirmed this actually drops. At any rate, you'd sooner gather the 1500 gold to buy it than get it this way.	49.3, 38.6; 48.8, 14.1		
			Froststeel Tube												
				Crafted	Froststeel Tube	~	~	Engineering	FALSE	Phase 1	0	8 Cobalt Bars, 1 Crystallized Water			Metal, Cobalt Bar; Elemental, Crystallized Water
				Salvaged	Any mechanical: Ulduar	57.61, 14.28	Ulduar: Base Camp	Engineering, Group	FALSE	Phase 2	0	Make sure to educate your raiders to loot everything, but don't tell them why.			
				Salvaged	Any mechanical: Borean Tundra	25.64, 58.36	Borean Tundra	Engineering	FALSE	Phase 1	2	Some YouTubers may tell you that you should grind to 80 in the steam pools. I tell you that you have a 1% chance to get a Froststeel Tube and otherwise get vendor trash or elaborate vendor trash (Volatile Blasting Triggers and Handful of Cobalt Bolts, neither of whose TBC equivalent have I ever not had in sufficient supply without ever actually crafting them.)		58.16, 41.22; 59.86; 58.77, 28.46; 55.91, 25.10; 56.32, 23.06; 57.88, 22.85; 58.56, 15.71; 62.51, 14.69; 66.66, 20.30; 70.06, 27.85; 63.33, 33.67; 66.05, 36.52; 60.60, 41.42	
				Salvaged	Any mechanical: Storm Peaks	57.27, 23.36	Storm Peaks	Engineering	FALSE	Phase 1	2	Drop chances for a tube are generously speaking bad, and the mob likely drops more value in vendor trash than being salvaged.		25.2 48.2; 25.0 42.2; 26.2 36.2; 29.6 35.6; 28.2 39.6; 30.6 42.8; 30.6 46.6|36.0 40.8; 39.6 38.2; 42.2 39.2; 41.6 43.2; 38.6 44.6; 35.8 41.8	
				Salvaged	Any mechanical: Halls of Stone	56.18, 15.91	Halls of Stone	Engineering, Group	FALSE	Phase 1	0	Drop chances for a tube are generously speaking bad, and the mob likely drops more value in vendor trash than being salvaged.			
				Drop	Flame Leviathan	57.61, 14.28	Ulduar: Base Camp	Group	FALSE	Phase 2?	0	Unconfirmed drop, may have been added by mistake due to salvaging.	49.3, 38.6		
			Goblin-Machined Piston												
				Sold	Roxi Ramrocket	57.20, 39.38	Storm Peaks	Engineering	FALSE	Phase 1	1	Limited stock. You must also know the recipe for your faction's motorbike.	40.6 84.8		
				Salvaged	Flame Leviathan, XT-002 Deconstructor	57.61, 14.28	Ulduar: Base Camp	Engineering, Group	FALSE	Phase 2	0	It is not confirmed this actually drops. At any rate, you'd sooner gather the 1000 gold to buy it than get it this way.	49.3, 38.6; 48.8, 14.1		
			Hair Trigger												
				Sold	Any Engineering supplier	~	~	~	FALSE	Phase 1	0	Easiest to acquire in Dalaran	38.6 25.0		
			Handful of Cobalt Bolts												
				Crafted	Handful of Cobalt Bolts	~	~	Engineering	FALSE	Phase 1	0	2 Cobalt Bars for two Handfuls			Metal, Cobalt Bar
				Salvaged	Any mechanical: Borean Tundra	25.64, 58.36	Borean Tundra	Engineering	FALSE	Phase 1	2	Some YouTubers may tell you that you should grind to 80 in the steam pools. I tell you that you have a 1% chance to get a Froststeel Tube and otherwise get vendor trash or elaborate vendor trash (Volatile Blasting Triggers and Handful of Cobalt Bolts, neither of whose TBC equivalent have I ever not had in sufficient supply without ever actually crafting them.)		58.16, 41.22; 59.86; 58.77, 28.46; 55.91, 25.10; 56.32, 23.06; 57.88, 22.85; 58.56, 15.71; 62.51, 14.69; 66.66, 20.30; 70.06, 27.85; 63.33, 33.67; 66.05, 36.52; 60.60, 41.42	
				Salvaged	Any mechanical: Storm Peaks	57.27, 23.36	Storm Peaks	Engineering	FALSE	Phase 1	2	4% chance for an average of 3 bolts.		25.2 48.2; 25.0 42.2; 26.2 36.2; 29.6 35.6; 28.2 39.6; 30.6 42.8; 30.6 46.6|36.0 40.8; 39.6 38.2; 42.2 39.2; 41.6 43.2; 38.6 44.6; 35.8 41.8	
				Salvaged	Any mechanical: Halls of Stone	56.18, 15.91	Halls of Stone	Engineering, Group	FALSE	Phase 1	0	4% chance for an average of 3 bolts.			
			Indestructible Frame												
				Salvaged	Any mechanical: Borean Tundra	25.64, 58.36	Borean Tundra	Engineering	FALSE	Phase 1	2	Sadly, no mere mortal can possess the power of the Indestructible Frame, so its only use is bringing it to a vendor who will pay you one gold for the privilege of touching it.		58.16, 41.22; 59.86; 58.77, 28.46; 55.91, 25.10; 56.32, 23.06; 57.88, 22.85; 58.56, 15.71; 62.51, 14.69; 66.66, 20.30; 70.06, 27.85; 63.33, 33.67; 66.05, 36.52; 60.60, 41.42	
				Salvaged	Any mechanical: Storm Peaks	57.27, 23.36	Storm Peaks	Engineering	FALSE	Phase 1	2	Sadly, no mere mortal can possess the power of the Indestructible Frame, so its only use is bringing it to a vendor who will pay you one gold for the privilege of touching it.		25.2 48.2; 25.0 42.2; 26.2 36.2; 29.6 35.6; 28.2 39.6; 30.6 42.8; 30.6 46.6|36.0 40.8; 39.6 38.2; 42.2 39.2; 41.6 43.2; 38.6 44.6; 35.8 41.8	
				Salvaged	Any mechanical: Halls of Stone	56.18, 15.91	Halls of Stone	Engineering, Group	FALSE	Phase 1	0	Sadly, no mere mortal can possess the power of the Indestructible Frame, so its only use is bringing it to a vendor who will pay you one gold for the privilege of touching it.			
			Neo-Dynamic Gear Assembly												
				Salvaged	Any mechanical: Borean Tundra	25.64, 58.36	Borean Tundra	Engineering	FALSE	Phase 1	2	What, you don't know what to do with a Neo-Dynamic Gear Assembly? Are you even an engineer?		58.16, 41.22; 59.86; 58.77, 28.46; 55.91, 25.10; 56.32, 23.06; 57.88, 22.85; 58.56, 15.71; 62.51, 14.69; 66.66, 20.30; 70.06, 27.85; 63.33, 33.67; 66.05, 36.52; 60.60, 41.42	
				Salvaged	Any mechanical: Storm Peaks	57.27, 23.36	Storm Peaks	Engineering	FALSE	Phase 1	2	What, you don't know what to do with a Neo-Dynamic Gear Assembly? Are you even an engineer?		25.2 48.2; 25.0 42.2; 26.2 36.2; 29.6 35.6; 28.2 39.6; 30.6 42.8; 30.6 46.6|36.0 40.8; 39.6 38.2; 42.2 39.2; 41.6 43.2; 38.6 44.6; 35.8 41.8	
				Salvaged	Any mechanical: Halls of Stone	56.18, 15.91	Halls of Stone	Engineering, Group	FALSE	Phase 1	0	What, you don't know what to do with a Neo-Dynamic Gear Assembly? Are you even an engineer?			
			Overcharged Capacitor												
				Crafted	Overcharged Capacitor	~	~	Engineering	FALSE	Phase 1	0	4 Cobalt Bar, 1 Crystallized Earth			Metal, Cobalt Bar; Elemental, Crystallized Earth
				Salvaged	Any high-level mechanical: Storm Peaks	57.27, 23.36	Storm Peaks	Engineering	FALSE	Phase 1	1	Can NOT be salvaged from Borean Tundra's mechanicals		25.2 48.2; 25.0 42.2; 26.2 36.2; 29.6 35.6; 28.2 39.6; 30.6 42.8; 30.6 46.6|36.0 40.8; 39.6 38.2; 42.2 39.2; 41.6 43.2; 38.6 44.6; 35.8 41.8	
				Salvaged	Any high-level mechanical: Halls of Stone	56.18, 15.91	Halls of Stone	Engineering, Group	FALSE	Phase 1	1	Can NOT be salvaged from Borean Tundra's mechanicals			
				Salvaged	Any high-level mechanical: Ulduar	57.61, 14.28	Ulduar: Base Camp	Engineering, Group	FALSE	Phase 1	1	Can NOT be salvaged from Borean Tundra's mechanicals			
			Salvaged Iron Golem Parts												
				Sold	Roxi Ramrocket	57.20, 39.38	Storm Peaks	Engineering	FALSE	Phase 1	1	Limited stock. You must also know the recipe for your faction's motorbike.	40.6 84.8		
				Salvaged	Flame Leviathan, XT-002 Deconstructor	57.61, 14.28	Ulduar: Base Camp	Engineering, Group	FALSE	Phase 2	0	It is not confirmed this actually drops. At any rate, you'd sooner gather the 3000 gold to buy it than get it this way.	49.3, 38.6; 48.8, 14.1		
			Volatile Blasting Trigger												
				Crafted	Volatile Blasting Trigger	~	~	Engineering	FALSE	Phase 1	0	3 Cobalt Bars, 1 Crystallized Water for two Triggers			Metal, Cobalt Bar: Elemental, Crystallized Water
				Salvaged	Any mechanical: Borean Tundra	25.64, 58.36	Borean Tundra	Engineering	FALSE	Phase 1	2	Some YouTubers may tell you that you should grind to 80 in the steam pools. I tell you that you have a 1% chance to get a Froststeel Tube and otherwise get vendor trash or elaborate vendor trash (Volatile Blasting Triggers and Handful of Cobalt Bolts, neither of whose TBC equivalent have I ever not had in sufficient supply without ever actually crafting them.)		58.16, 41.22; 59.86; 58.77, 28.46; 55.91, 25.10; 56.32, 23.06; 57.88, 22.85; 58.56, 15.71; 62.51, 14.69; 66.66, 20.30; 70.06, 27.85; 63.33, 33.67; 66.05, 36.52; 60.60, 41.42	
				Salvaged	Any mechanical: Storm Peaks	57.27, 23.36	Storm Peaks	Engineering	FALSE	Phase 1	2	9% chance for an average of 2 Triggers		25.2 48.2; 25.0 42.2; 26.2 36.2; 29.6 35.6; 28.2 39.6; 30.6 42.8; 30.6 46.6|36.0 40.8; 39.6 38.2; 42.2 39.2; 41.6 43.2; 38.6 44.6; 35.8 41.8	
				Salvaged	Any mechanical: Halls of Stone	56.18, 15.91	Halls of Stone	Engineering, Group	FALSE	Phase 1	2	9% chance for an average of 2 Triggers			
			Walnut Stock												
				Sold	Any Engineering supplier	~	~	~	FALSE	Phase 1	0	Easiest to acquire in Dalaran	38.6 25.0		
